7765,80,4014,1922.167051783535,1.0
7744,35,1758,662.691790381875,1.0
7744,35,1757,1028.5592159714843,1.0
7740,46,2324,1210.5086447223825,1.0
7724,6,341,1087.500419361992,1.0
7713,10,522,896.7343605801561,1.0
7694,108,5419,769.5107152069139,1.0
7675,49,2500,1018.9915624273436,1.0
7668,87,4399,434.7768493498437,1.0
7668,84,4210,940.277126830078,1.0
7653,14,706,535.2866885321483,1.0
7644,113,5690,1683.5021119948437,1.0
7634,123,6161,592.2386007841405,1.0
7529,135,6796,525.6799504860155,1.0
7522,11,560,559.0142937038671,1.0
7517,0,12,469.1612606947656,1.0
7507,155,7781,988.7105415072265,1.0
7504,14,711,973.4124404398436,1.0
7498,2,141,408.31657121830074,1.0
7487,204,10228,413.69851734542965,1.0
7486,33,1667,689.6255507115038,1.0
7480,23,1199,1665.5846032952927,1.0
7474,105,5293,415.3542976737109,1.0
7466,215,10790,1242.7142632346872,1.0
7444,15,751,922.5276131114452,1.0
7442,63,3181,486.0499610869726,1.0
7432,10,540,756.6792518703514,1.0
7414,36,1810,1391.1928540594922,1.0
7398,62,3124,986.6687833543162,1.0
7390,51,2579,1036.7079181810545,1.0
7378,164,8209,307.0561335281249,1.0
7360,91,4556,245.0326743415429,1.0
7349,48,2402,874.9408752643749,1.0
7328,14,723,1263.6873630546092,1.0
7327,63,3187,1459.2487872791407,1.0
7315,14,721,774.1433260759374,1.0
7314,0,3,1585.2433820702345,1.0
7310,0,26,1551.7633744902341,1.0
7307,4,239,846.4480751574608,1.0
7302,136,6826,671.9224425591796,1.0
7295,116,5819,1095.4892299049216,1.0
7295,19,960,871.2566284281639,1.0
7166,40,2001,821.211018078164,1.0
7145,55,2753,1425.263879915,1.0
7145,36,1806,629.8695254515429,1.0
7139,65,3253,869.1752993717187,1.0
7134,67,3388,368.57444769175777,1.0
7134,66,3308,1217.697140810039,1.0
7131,6,345,740.8204037774608,1.0
7127,24,1232,378.54962782042963,1.0
7127,21,1055,643.0490856110546,1.0
7108,58,2901,1032.8971994160934,1.0
7108,38,1902,531.7726685187889,1.0
7107,72,3638,910.0554344860155,1.0
7107,26,1314,744.1282554855858,1.0
7105,4,243,474.84169895425777,1.0
7058,40,2040,700.0072496359765,1.0
7055,843,42198,626.3320507215624,1.0
7055,808,40446,1124.312977343906,1.0
7055,808,40442,532.5507258341014,1.0
7055,808,40432,765.7386841342382,1.0
7055,797,39887,670.9682197615037,1.0
7055,792,39605,1134.3810615536718,1.0
7055,790,39547,562.5697858735937,1.0
7055,790,39545,996.0128264855467,1.0
7055,790,39503,507.25944574943355,1.0
7055,727,36384,789.7620744441796,1.0
7055,709,35499,1291.300791768906,1.0
7055,709,35467,1129.2768440328123,1.0
7055,693,34674,597.8825210548437,1.0
7055,693,34673,1386.1748238238279,1.0
7055,693,34656,644.4594444890819,1.0
7055,693,34655,433.7064884338281,1.0
7055,669,33499,1333.8585229287892,1.0
7055,669,33468,1096.3654998945703,1.0
7055,654,32716,1200.1072389901951,1.0
7055,654,32712,931.1305237430468,1.0
7055,560,28035,738.8023470928905,1.0
7055,555,27793,1023.211741320996,1.0
7055,518,25901,1587.7204817578122,1.0
7055,510,25537,1146.943415420781,1.0
7055,497,24877,614.1008914867576,1.0
7055,459,22985,405.79249515929683,1.0
7055,459,22954,1143.6389121630468,1.0
7055,430,21543,585.659888387578,1.0
7055,430,21535,1302.3812023701562,1.0
7055,430,21534,766.0520165707713,1.0
7055,328,16447,1242.227797406074,1.0
7055,328,16432,618.6761972601561,1.0
7055,328,16430,334.8751992450586,1.0
7055,325,16292,479.1130843890527,1.0
7055,325,16267,855.3124880261327,1.0
7055,235,11797,1406.4172723585934,1.0
7055,235,11779,1116.123698102168,1.0
7055,130,6541,561.8299103844921,1.0
7055,130,6525,502.9567531137695,1.0
7055,103,5187,288.71829918519524,1.0
7055,103,5181,953.6479057966405,1.0
7055,93,4683,888.192740773789,1.0
7055,42,2130,1129.4050267652342,1.0
