7764,14,750,341.48812406201165,1.0
7742,75,3752,1019.6836186992967,1.0
7739,7,354,591.9966480392577,1.0
7736,47,2364,1094.4284531223825,1.0
7726,103,5156,1590.5563869564062,1.0
7711,5,287,1178.246405481953,1.0
7710,74,3712,724.104093285078,1.0
7705,26,1344,720.0100977248046,1.0
7699,115,5764,1174.089813677656,1.0
7694,63,3151,1947.6492601389064,1.0
7669,137,6851,1594.96143536125,1.0
7669,96,4831,1278.1804068653123,1.0
7666,9,465,1399.956199868789,1.0
7644,271,13600,1218.7859379731249,1.0
7644,178,8934,607.5717142392576,1.0
7640,45,2295,827.5165051228905,1.0
7636,11,569,1272.8097787817578,1.0
7634,134,6719,349.6054522009765,1.0
7634,119,5972,370.94554292164054,1.0
7633,149,7451,1004.6582000030859,1.0
7633,115,5796,1738.5997845042966,1.0
7625,4,246,724.9961352737499,1.0
7574,121,6085,813.5091124982519,1.0
7574,87,4386,962.0377263029686,1.0
7574,15,784,951.8417509926171,1.0
7573,38,1908,581.0362683740624,1.0
7573,36,1809,1082.7172952362498,1.0
7573,24,1216,371.17963212582026,1.0
7565,245,12271,983.8581659776756,1.0
7565,240,12023,832.5601492320117,1.0
7565,121,6070,652.4925115037498,1.0
7565,104,5229,662.9976180614061,1.0
7565,4,234,672.8526834741991,1.0
7562,127,6359,931.075659953789,1.0
7560,22,1104,670.3610205502733,1.0
7546,121,6083,464.11588337855466,1.0
7528,10,535,513.290821731201,1.0
7522,2,114,1243.069774082031,1.0
7515,2,102,940.8318027484374,1.0
7513,176,8834,1130.121657458125,1.0
7513,86,4346,429.4360872166015,1.0
7513,82,4135,859.8796750087499,1.0
7502,102,5143,506.65030906847653,1.0
7502,81,4077,230.2723900516601,1.0
7501,57,2854,911.5568979217968,1.0
7501,49,2497,1189.0286016837108,1.0
7501,47,2355,1794.0379161309766,1.0
7497,251,12585,436.4426827148437,1.0
7497,80,4002,794.8568800831054,1.0
7497,77,3863,572.1441912566796,1.0
7487,26,1334,902.073068598203,1.0
7487,22,1122,339.47247674154295,1.0
7485,11,572,1448.1792338173045,1.0
7466,103,5189,1167.6696773985154,1.0
7459,9,454,1520.1167485509372,1.0
7458,47,2376,1374.9339355103125,1.0
7442,222,11123,1334.3310672566404,1.0
7442,215,10791,1063.3792467353123,1.0
7436,203,10152,1687.4377002162892,1.0
7426,12,631,783.1567521515624,1.0
7414,64,3250,1287.6146775927145,1.0
7411,112,5642,338.6353385989648,1.0
7411,99,4993,1349.6217121861719,1.0
7403,19,978,686.1405915743359,1.0
7400,164,8230,704.246720844414,1.0
7400,57,2871,1041.4695149219529,1.0
7394,8,446,731.1879004202538,1.0
7393,138,6933,747.3692379095116,1.0
7391,98,4932,1194.4865168488282,1.0
7391,95,4764,612.2202260677733,1.0
7388,176,8841,1057.4370477466405,1.0
7378,104,5243,1341.0491856381054,1.0
7378,12,604,1712.5285729224415,1.0
7372,123,6155,703.7301962757031,1.0
7372,30,1541,380.2176646954882,1.0
7360,49,2499,1056.4682842317966,1.0
7352,25,1279,914.5567571157616,1.0
7349,99,4962,933.8953935159178,1.0
7341,34,1706,1393.678325915586,1.0
7341,34,1701,2156.90703819543,1.0
7341,31,1576,906.3830037483983,1.0
7319,12,635,610.8306052384374,1.0
7303,3,191,572.2491313127538,1.0
7295,104,5228,1159.9925729039842,1.0
7293,2,121,755.2204308694921,1.0
7146,48,2411,710.2684245453514,1.0
7146,47,2353,1135.9904940491015,1.0
7142,48,2417,1047.9469871307224,1.0
7142,47,2363,821.2846404846874,1.0
7142,42,2118,348.6079289666015,1.0
7142,40,2039,1043.0804467169723,1.0
7141,47,2390,824.7159984142968,1.0
7141,45,2292,529.9124673465624,1.0
7141,40,2004,639.4754417711522,1.0
7141,37,1867,466.91259359722653,1.0
7135,14,703,1343.1165765164842,1.0
7132,58,2910,321.28402864312494,1.0
7132,6,332,704.6328334864843,1.0
7132,2,105,893.5409207125585,1.0
7131,74,3744,383.021064178789,1.0
7131,54,2718,972.157190642871,1.0
7131,53,2667,758.4552946395312,1.0
7130,19,991,1191.0650143985154,1.0
7130,16,839,413.9424816208789,1.0
7126,37,1874,568.995405369453,1.0
7126,15,761,1332.5930322177342,1.0
7124,18,906,829.282454335742,1.0
7115,35,1783,1428.04040238459,1.0
7107,12,635,617.2705289416991,1.0
7098,6,309,1049.5349785697263,1.0
7096,36,1837,411.6501080591797,1.0
7096,24,1227,922.5369110446874,1.0
7095,70,3521,918.5659690217577,1.0
7095,65,3265,1690.1582688649805,1.0
7095,62,3142,581.797232817578,1.0
7095,27,1375,1134.4929920152927,1.0
7095,2,108,1345.0899466007227,1.0
7093,18,908,1108.333347171953,1.0
7093,6,310,488.7161132113867,1.0
7093,4,223,1303.99484011832,1.0
7086,8,414,784.7423527362889,1.0
7084,20,1038,547.1585644289452,1.0
7084,15,765,752.3415304620311,1.0
7078,14,727,712.6308302393749,1.0
7059,23,1196,903.9497730264843,1.0
7059,23,1174,984.4122977093358,1.0
7059,21,1079,816.9146509328905,1.0
7055,783,39183,1509.2387998247655,1.0
7055,783,39176,690.3670867645507,1.0
7055,783,39157,729.1894637498045,1.0
7055,761,38079,441.23489460505857,1.0
7055,761,38070,896.8413148190429,1.0
7055,742,37142,1039.4251687633982,1.0
7055,728,36418,720.3669195478906,1.0
7055,720,36036,1080.2796099504685,1.0
