7054,778,38917,277.3388777068359,1.0129558419426448
7023,1658,82915,506.29023607304686,0.6857951294502345
7023,123,6164,436.71884046042965,0.597662364075556
7017,367,18371,343.7431822764452,0.8469979747128521
7013,8,440,316.9662955910742,0.8256211274069809
7010,1036,51849,291.89388693074216,0.9903238530008347
7010,509,25498,330.2065241262499,0.8456194587590729
7008,1411,70569,547.8406750366405,0.9640718697650352
