run subrun event vtxid Enu_1e1p Eta PT_1e1p AlphaT_1e1p SphB_1e1p PzEnu_1e1p ChargeNearTrunk Q0_1e1p Q3_1e1p Thetas Phis PTRat_1e1p Proton_ThetaReco Proton_PhiReco MinShrFrac MaxShrFrac BjXB_1e1p BjYB_1e1p Proton_Edep Electron_Edep Lepton_ThetaReco Lepton_PhiReco OpenAng Xreco Yreco Zreco MPIDY_muon MPIDY_proton MPIDY_eminus shower_fraction Shower_Consistency EnuQE_lepton EnuQE_proton Proton_TrackLength Lepton_TrackLength EnuTrue BDTscore_1e1p ccnc interactionType nlepton nproton scedr POTweight GenieWeight LEEweight label newpi0flag oldpi0flag datarun filetag cutLevel nBDTs tvweight0 sigprob0 tvweight1 sigprob1 tvweight2 sigprob2 tvweight3 sigprob3 tvweight4 sigprob4 tvweight5 sigprob5 tvweight6 sigprob6 tvweight7 sigprob7 tvweight8 sigprob8 tvweight9 sigprob9 tvweight10 sigprob10 tvweight11 sigprob11 tvweight12 sigprob12 tvweight13 sigprob13 tvweight14 sigprob14 tvweight15 sigprob15 tvweight16 sigprob16 tvweight17 sigprob17 tvweight18 sigprob18 tvweight19 sigprob19 sigprobavg sigprobmedian sigprobmax sigprob bdtweight
13695 8 446 0 1020.396831778203 0.34802472591400146 131.45344031109448 0.4463074582387088 905.3524741588818 40.65169706584288 341.1215515136719 92.79744985351579 248.14429653716667 1.3232295513153076 2.9615068435668945 0.12295015675985545 1.113142967224121 2.1547858715057373 0.0 0.9953314661979675 0.3578525426759289 0.05961917361217973 64.18984985351562 924.9026819246875 0.2100866287946701 -0.8067209124565125 1.3201078176498413 69.8874282836914 57.907100677490234 163.4499969482422 0.01444206852465868 0.9497683644294739 0.9755032658576965 0.7022232049387376 1.2194357309808408 975.8761081862691 912.921336822992 3.5786876678466797 94.02852630615234 2003.3504638671875 0.9687352180480957 0 1001 1 1 0.6922200918197632 3.34e+20 1.0812580638713314 0.0 nue_ccqe False 0 2 fullosc 2 20.0 1.0 0.9901489 1.0 0.9939057 1.0 0.992086 1.0 0.99525523 1.0 0.9960098 1.0 0.99533516 1.0 0.9942654 1.0 0.9928382 1.0 0.99537367 1.0 0.99578863 1.0 0.99294347 1.0 0.994689 1.0 0.99333185 1.0 0.9920988 1.0 0.99297947 1.0 0.9940811 1.0 0.9890838 1.0 0.9921829 1.0 0.992401 1.0 0.99619293 0.9935495525598526 0.9936187863349915 0.9961929321289062 0.9935495525598526 1
13693 61 3071 0 1318.413722724336 0.18515585362911224 178.09026600633385 1.405196777005716 250.81424087182526 0.8871427513522576 277.15966796875 232.11429860839849 602.4497876455214 1.4677094221115112 2.814997434616089 0.13377505163692563 0.9996745586395264 -2.3331103324890137 0.0 0.9881154298782349 0.8425549333930569 0.15780458607332762 203.50669860839844 1083.6027241159375 0.4680348038673401 0.4818871021270752 1.4475176334381104 184.67770385742188 33.1861457824707 517.7999877929688 0.00360098946839571 0.9975560903549194 0.9946005344390869 0.637799563029922 0.3946479654303055 1276.2604307367899 1540.1154601658282 26.75889778137207 64.66998291015625 1405.6883544921875 0.9363272190093994 0 1001 1 1 0.7153050303459167 3.34e+20 1.1716027051723146 0.0 nue_ccqe False 0 2 fullosc 2 20.0 1.0 0.99560696 1.0 0.99529904 1.0 0.99461997 1.0 0.9930299 1.0 0.99785465 1.0 0.99238294 1.0 0.9953774 1.0 0.9948755 1.0 0.99497473 1.0 0.9927706 1.0 0.99625814 1.0 0.9974427 1.0 0.995024 1.0 0.9925506 1.0 0.9977283 1.0 0.9947077 1.0 0.9856265 1.0 0.9953432 1.0 0.99472094 1.0 0.99235815 0.9944276005029679 0.9949251115322113 0.9978546500205994 0.9944276005029679 1
13691 134 6715 0 504.01352024730465 0.25217553973197937 114.5020238926274 1.6981878779355557 285.4258213353798 125.39771293612 301.32965087890625 310.6422374511719 774.534383223451 2.555013418197632 2.395986557006836 0.17898169823313975 0.2162061333656311 -1.6706959009170532 0.0 0.9479768872261047 0.8266853491518658 0.6156298295024067 282.0346374511719 190.67458279613282 2.3388071060180664 0.7252906560897827 2.4847068786621094 139.214599609375 -12.673971176147461 458.20001220703125 0.11332519352436066 0.507414698600769 0.9971297383308411 1.1021911607150334 0.9516856792411253 341.3611734818814 567.1677937231772 46.22502899169922 23.434173583984375 514.6569213867188 0.9947441220283508 0 1001 1 1 0.695963978767395 3.34e+20 1.1663132880687057 0.0 nue_ccqe False 0 2 fullosc 2 20.0 1.0 0.9837707 1.0 0.9903501 1.0 0.9891662 1.0 0.9914118 1.0 0.9919382 1.0 0.9820665 1.0 0.99511576 1.0 0.9822826 1.0 0.990352 1.0 0.9928352 1.0 0.978454 1.0 0.98736876 1.0 0.9756209 1.0 0.9681746 1.0 0.98353773 1.0 0.98698413 1.0 0.97207433 1.0 0.9873739 1.0 0.98829854 1.0 0.9804042 0.984879007935524 0.9871764481067657 0.9951157569885254 0.984879007935524 1
13691 134 6713 0 466.0306685968359 0.16557177901268005 168.85857441925717 3.100817519338482 95.969395476781 -40.15382039705128 362.2314758300781 151.6997783447266 567.1646495108478 2.017737865447998 3.190969228744507 0.3685811608919539 0.28498950600624084 0.9097426533699036 0.0 0.9733333587646484 1.3612104550470907 0.37729494337540426 123.09217834472656 311.63419025210936 1.7327483892440796 -2.281226634979248 2.0173628330230713 199.68310546875 65.1424789428711 313.6499938964844 0.004390278831124306 0.9981531500816345 0.9906501173973083 1.1395896918566315 0.21113739146126714 566.3745768409746 343.65558322903286 11.254714965820312 44.202362060546875 447.62713623046875 0.998823344707489 0 1001 1 1 0.5605443716049194 3.34e+20 1.1800516315470428 0.0 nue_ccqe False 0 2 fullosc 2 20.0 1.0 0.9932862 1.0 0.9881296 1.0 0.98887455 1.0 0.989488 1.0 0.9956807 1.0 0.99278533 1.0 0.9956976 1.0 0.9963399 1.0 0.9924505 1.0 0.9933002 1.0 0.9950658 1.0 0.9859185 1.0 0.99417514 1.0 0.9937018 1.0 0.9946142 1.0 0.9923361 1.0 0.9867851 1.0 0.99287355 1.0 0.9947429 1.0 0.99145573 0.9923850715160369 0.9930798709392548 0.9963399171829224 0.9923850715160369 1
13691 132 6639 0 290.6899340906445 0.5307874083518982 127.21668402054839 1.392377927226062 41.87535686390349 -41.77564831104277 477.7116394042969 93.18092611083986 316.8233881613619 2.3627102375030518 3.6629974842071533 0.4550935504337509 0.7891597151756287 -2.5114567279815674 0.0 0.9749216437339783 1.0267466741543931 0.2907518107336422 64.57332611083984 194.8123079798047 1.5735504627227783 1.151540756225586 2.2362124919891357 163.09609985351562 35.756465911865234 262.75 0.05248010531067848 0.5136686563491821 0.864202618598938 1.3108637652915212 1.4063379115206611 285.38703564055805 372.6727772965882 3.6166183948516846 44.59809875488281 414.73870849609375 0.9942383766174316 0 1000 1 2 0.328567236661911 3.34e+20 0.00031452133694432336 0.0 nue_other False 0 2 fullosc 2 20.0 1.0 0.98817444 1.0 0.9894455 1.0 0.99472505 1.0 0.99447155 1.0 0.9809823 1.0 0.98478854 1.0 0.9931599 1.0 0.9842153 1.0 0.98999095 1.0 0.99354494 1.0 0.98901284 1.0 0.99149877 1.0 0.9927452 1.0 0.992455 1.0 0.9939564 1.0 0.97991383 1.0 0.98780626 1.0 0.99511755 1.0 0.9929938 1.0 0.9905247 0.9899761408567429 0.9910117387771606 0.9951175451278687 0.9899761408567429 1
13689 203 10158 0 389.7167533968359 0.26488062739372253 180.68595553547928 1.7946541465448569 60.21869064364231 -78.62726081100874 324.85247802734375 121.71946218261712 414.86577500094273 2.331108570098877 3.8045315742492676 0.5022464108701836 0.732001781463623 -2.6977524757385254 0.0 0.9563491940498352 1.2838410379365142 0.30525608228437 93.11186218261719 265.30059121421874 1.5991066694259644 1.1067790985107422 2.150333881378174 225.51150512695312 -67.28094482421875 448.04998779296875 0.0037203317042440176 0.9844110012054443 0.9659208059310913 1.1874208966837732 0.047935896865036326 420.8592591352274 427.62296876358045 6.9033284187316895 40.755489349365234 388.493896484375 0.9978893399238586 0 1001 1 1 0.728951632976532 3.34e+20 1.1995701015471694 0.0 nue_ccqe False 0 2 fullosc 2 20.0 1.0 0.99160707 1.0 0.9928509 1.0 0.994165 1.0 0.99438924 1.0 0.9963307 1.0 0.99132204 1.0 0.9927908 1.0 0.9959539 1.0 0.9950867 1.0 0.995488 1.0 0.99245423 1.0 0.996223 1.0 0.9926643 1.0 0.99227554 1.0 0.9957664 1.0 0.99222916 1.0 0.9912264 1.0 0.99579334 1.0 0.99459827 1.0 0.9932486 0.9938231766223907 0.9937067925930023 0.9963306784629822 0.9938231766223907 1
13689 132 6614 0 390.7488515814453 0.16118372976779938 64.95526851486925 3.10818566555025 148.09265600061605 110.13980973281758 431.6361083984375 179.36326101074212 573.00740864901 1.9911489486694336 3.126258134841919 0.12860320747825166 0.25892558693885803 2.6707258224487305 0.0 0.9826989769935608 0.786600290109326 0.47480571920533615 150.7556610107422 208.68889057070314 1.732223391532898 -0.45553240180015564 1.9911164045333862 146.95550537109375 -67.63882446289062 141.60000610351562 0.0013950278516858816 0.9989739656448364 0.9955757856369019 1.1259146647152953 0.17397479462461388 324.40005832839756 384.8696572581358 16.005062103271484 31.09914779663086 401.4565734863281 0.9982404112815857 0 1001 1 1 0.478051096200943 3.34e+20 1.1201004770172982 0.0 nue_ccqe False 0 2 fullosc 2 20.0 1.0 0.995427 1.0 0.99379325 1.0 0.99640614 1.0 0.9970094 1.0 0.9957178 1.0 0.9957408 1.0 0.99678373 1.0 0.9963981 1.0 0.9966002 1.0 0.996305 1.0 0.9957262 1.0 0.9974369 1.0 0.9960821 1.0 0.99389356 1.0 0.9958087 1.0 0.9950631 1.0 0.9946965 1.0 0.9955189 1.0 0.9958205 1.0 0.997063 0.995864549279213 0.9958146214485168 0.9974368810653687 0.995864549279213 1
13689 99 4972 0 1090.789248538828 0.06796714663505554 150.7254111042274 1.5110327197907367 1048.013675732231 -122.8279417959285 367.8376770019531 243.25265004882817 645.1487600268665 1.7715094089508057 3.402470350265503 0.1538601466572915 1.056150197982788 -1.2393625974655151 0.0 0.9916782379150391 1.1590165061848459 0.2126365335835921 214.64505004882812 844.83989849 0.7153591513633728 2.1631076335906982 1.7518337965011597 127.8739013671875 -28.801658630371094 430.8999938964844 0.008395317941904068 0.9982054233551025 0.986774206161499 1.0526165129293075 0.33392611180002885 1131.6927976636523 2242.6150984294786 29.283329010009766 57.078102111816406 1090.2430419921875 0.955443799495697 0 1001 1 1 0.6800903677940369 3.34e+20 1.174309321553467 0.0 nue_ccqe False 0 2 fullosc 2 20.0 1.0 0.99705434 1.0 0.99785787 1.0 0.9970036 1.0 0.9982735 1.0 0.99858034 1.0 0.99807525 1.0 0.9978908 1.0 0.9983668 1.0 0.99793965 1.0 0.9986853 1.0 0.9980709 1.0 0.9985537 1.0 0.997554 1.0 0.9954438 1.0 0.9980715 1.0 0.9975435 1.0 0.9954964 1.0 0.9984775 1.0 0.99831784 1.0 0.99882394 0.9978040248155594 0.9980711936950684 0.9988239407539368 0.9978040248155594 1
13689 42 2119 0 363.82233488111325 0.3156481683254242 151.8143136265333 2.9746124715311155 56.96330629036529 28.80856133227445 343.2314453125 155.48988607177748 532.326597943124 2.205747365951538 2.3387258052825928 0.3606390629735564 0.06962933391332626 2.8508472442626953 0.0 0.9816849827766418 1.0818272944452283 0.4505767905678907 126.88228607177734 205.63574880933595 2.136117935180664 0.5121212601661682 2.1836438179016113 134.60299682617188 -52.27094650268555 846.75 0.005814016796648502 0.9991497993469238 0.9977116584777832 1.218430586263286 0.8128387933306873 360.03148468572 330.79345240012884 11.867382049560547 32.292110443115234 357.3957824707031 0.9982100129127502 0 1001 1 1 0.3018191456794739 3.34e+20 1.1540668651989348 0.0 nue_ccqe False 0 2 fullosc 2 20.0 1.0 0.9950269 1.0 0.98886234 1.0 0.994474 1.0 0.9911409 1.0 0.9955994 1.0 0.99276114 1.0 0.99472034 1.0 0.99238014 1.0 0.99296075 1.0 0.9932127 1.0 0.9933664 1.0 0.9957802 1.0 0.9936666 1.0 0.9918978 1.0 0.9928362 1.0 0.99388486 1.0 0.9944113 1.0 0.9959759 1.0 0.99241567 1.0 0.99628085 0.9935827195644379 0.9935165047645569 0.99628084897995 0.9935827195644379 1
13688 152 7603 1 946.1286491030468 0.274452805519104 48.07834987374568 2.946406992811373 838.0157313600058 -47.573986227569776 434.9987487792969 155.87233999023442 545.4825221600865 1.654497504234314 3.119727849960327 0.05342988791318584 1.008535385131836 2.746251106262207 0.0 0.8683473467826843 1.0635373336905931 0.18422881521789658 127.26473999023438 787.5596091128125 0.645962119102478 -0.3734767735004425 1.6543753147125244 52.686954498291016 91.68209075927734 405.6499938964844 0.012151124887168407 0.9816152453422546 0.9376848936080933 1.2531427092719187 0.1951733200324603 989.3220979683473 1014.796802313032 11.9298734664917 90.47488403320312 1001.4674682617188 0.9706981182098389 0 1001 1 1 0.7014426589012146 3.34e+20 1.1618975670889142 0.0 nue_ccqe False 0 2 fullosc 2 20.0 1.0 0.9745984 1.0 0.9685544 1.0 0.97743887 1.0 0.98343855 1.0 0.96636283 1.0 0.97262615 1.0 0.9835422 1.0 0.983384 1.0 0.990646 1.0 0.9947674 1.0 0.97801673 1.0 0.9902188 1.0 0.985908 1.0 0.967076 1.0 0.97366965 1.0 0.9849694 1.0 0.98572123 1.0 0.98690367 1.0 0.9852722 1.0 0.98610085 0.9809607684612274 0.983490377664566 0.994767427444458 0.9809607684612274 1
